100,-72.670000,0.800000,0.800000,0.050000,SmallGrid
200,74.600000,0.800000,0.800000,0.050000,SmallGrid
300,168.143333,0.800000,0.800000,0.050000,SmallGrid
400,212.457500,0.800000,0.800000,0.050000,SmallGrid
500,213.016000,0.800000,0.800000,0.050000,SmallGrid
600,226.700000,0.800000,0.800000,0.050000,SmallGrid
700,235.051429,0.800000,0.800000,0.050000,SmallGrid
800,242.610000,0.800000,0.800000,0.050000,SmallGrid
900,246.416667,0.800000,0.800000,0.050000,SmallGrid
1000,243.211000,0.800000,0.800000,0.050000,SmallGrid
1100,242.596364,0.800000,0.800000,0.050000,SmallGrid
1200,246.046667,0.800000,0.800000,0.050000,SmallGrid
1300,243.724615,0.800000,0.800000,0.050000,SmallGrid
1400,244.606429,0.800000,0.800000,0.050000,SmallGrid
1500,249.230667,0.800000,0.800000,0.050000,SmallGrid
1600,251.415000,0.800000,0.800000,0.050000,SmallGrid
1700,250.937647,0.800000,0.800000,0.050000,SmallGrid
1800,251.208889,0.800000,0.800000,0.050000,SmallGrid
1900,254.140000,0.800000,0.800000,0.050000,SmallGrid
2000,253.721000,0.800000,0.000000,0.000000,SmallGrid
100,-437.790000,0.800000,0.500000,0.050000,SmallGrid
200,-424.255000,0.800000,0.500000,0.050000,SmallGrid
300,-453.753333,0.800000,0.500000,0.050000,SmallGrid
100,-377.500000,0.800000,0.800000,0.050000,SmallGrid
200,-385.810000,0.800000,0.800000,0.050000,SmallGrid
300,-420.190000,0.800000,0.800000,0.050000,SmallGrid
400,-378.052500,0.800000,0.800000,0.050000,SmallGrid
500,-340.218000,0.800000,0.800000,0.050000,SmallGrid
600,-354.060000,0.800000,0.800000,0.050000,SmallGrid
100,299.230000,0.800000,0.800000,0.050000,SmallGrid
200,324.085000,0.800000,0.800000,0.050000,SmallGrid
300,312.770000,0.800000,0.800000,0.050000,SmallGrid
400,284.462500,0.800000,0.800000,0.050000,SmallGrid
500,267.446000,0.800000,0.800000,0.050000,SmallGrid
600,277.628333,0.800000,0.800000,0.050000,SmallGrid
700,281.784286,0.800000,0.800000,0.050000,SmallGrid
800,268.651250,0.800000,0.800000,0.050000,SmallGrid
900,273.982222,0.800000,0.800000,0.050000,SmallGrid
1000,278.184000,0.800000,0.800000,0.050000,SmallGrid
1100,282.900909,0.800000,0.800000,0.050000,SmallGrid
1200,282.468333,0.800000,0.800000,0.050000,SmallGrid
1300,279.746923,0.800000,0.800000,0.050000,SmallGrid
1400,273.163571,0.800000,0.800000,0.050000,SmallGrid
1500,273.474667,0.800000,0.800000,0.050000,SmallGrid
1600,272.990625,0.800000,0.800000,0.050000,SmallGrid
1700,276.668824,0.800000,0.800000,0.050000,SmallGrid
1800,270.569444,0.800000,0.800000,0.050000,SmallGrid
1900,269.371053,0.800000,0.800000,0.050000,SmallGrid
2000,272.273500,0.800000,0.000000,0.000000,SmallGrid
100,-72.670000,0.800000,0.800000,0.050000,SmallGrid
200,74.600000,0.800000,0.800000,0.050000,SmallGrid
300,168.143333,0.800000,0.800000,0.050000,SmallGrid
400,212.457500,0.800000,0.800000,0.050000,SmallGrid
500,213.016000,0.800000,0.800000,0.050000,SmallGrid
600,226.700000,0.800000,0.800000,0.050000,SmallGrid
700,235.051429,0.800000,0.800000,0.050000,SmallGrid
800,242.610000,0.800000,0.800000,0.050000,SmallGrid
900,246.416667,0.800000,0.800000,0.050000,SmallGrid
1000,243.211000,0.800000,0.800000,0.050000,SmallGrid
1100,242.596364,0.800000,0.800000,0.050000,SmallGrid
1200,246.046667,0.800000,0.800000,0.050000,SmallGrid
1300,243.724615,0.800000,0.800000,0.050000,SmallGrid
1400,244.606429,0.800000,0.800000,0.050000,SmallGrid
1500,249.230667,0.800000,0.800000,0.050000,SmallGrid
1600,251.415000,0.800000,0.800000,0.050000,SmallGrid
1700,250.937647,0.800000,0.800000,0.050000,SmallGrid
1800,251.208889,0.800000,0.800000,0.050000,SmallGrid
1900,254.140000,0.800000,0.800000,0.050000,SmallGrid
2000,253.721000,0.800000,0.000000,0.000000,SmallGrid
100,-509.270000,0.800000,0.400000,0.050000,SmallGrid
200,-509.375000,0.800000,0.400000,0.050000,SmallGrid
300,-509.613333,0.800000,0.400000,0.050000,SmallGrid
400,-509.677500,0.800000,0.400000,0.050000,SmallGrid
500,-509.502000,0.800000,0.400000,0.050000,SmallGrid
600,-509.550000,0.800000,0.400000,0.050000,SmallGrid
700,-509.618571,0.800000,0.400000,0.050000,SmallGrid
800,-509.528750,0.800000,0.400000,0.050000,SmallGrid
900,-509.517778,0.800000,0.400000,0.050000,SmallGrid
1000,-509.458000,0.800000,0.400000,0.050000,SmallGrid
1100,-509.430000,0.800000,0.400000,0.050000,SmallGrid
1200,-509.403333,0.800000,0.400000,0.050000,SmallGrid
100,-70.470000,0.800000,0.800000,0.050000,SmallGrid
200,127.295000,0.800000,0.800000,0.050000,SmallGrid
300,146.476667,0.800000,0.800000,0.050000,SmallGrid
400,176.657500,0.800000,0.800000,0.050000,SmallGrid
500,189.034000,0.800000,0.800000,0.050000,SmallGrid
600,203.985000,0.800000,0.800000,0.050000,SmallGrid
700,214.672857,0.800000,0.800000,0.050000,SmallGrid
800,222.518750,0.800000,0.800000,0.050000,SmallGrid
900,227.185556,0.800000,0.800000,0.050000,SmallGrid
1000,234.943000,0.800000,0.800000,0.050000,SmallGrid
1100,244.221818,0.800000,0.800000,0.050000,SmallGrid
1200,253.654167,0.800000,0.800000,0.050000,SmallGrid
1300,254.043077,0.800000,0.800000,0.050000,SmallGrid
1400,250.942857,0.800000,0.800000,0.050000,SmallGrid
1500,253.590000,0.800000,0.800000,0.050000,SmallGrid
1600,255.963750,0.800000,0.800000,0.050000,SmallGrid
1700,255.042353,0.800000,0.800000,0.050000,SmallGrid
1800,253.661667,0.800000,0.800000,0.050000,SmallGrid
1900,252.981579,0.800000,0.800000,0.050000,SmallGrid
2000,253.370500,0.800000,0.000000,0.000000,SmallGrid
100,826.610000,0.800000,0.800000,0.050000,SmallGrid
200,703.475000,0.800000,0.800000,0.050000,SmallGrid
300,357.993333,0.800000,0.800000,0.050000,SmallGrid
400,183.492500,0.800000,0.800000,0.050000,SmallGrid
500,77.710000,0.800000,0.800000,0.050000,SmallGrid
600,7.265000,0.800000,0.800000,0.050000,SmallGrid
700,-44.854286,0.800000,0.800000,0.050000,SmallGrid
800,-84.341250,0.800000,0.800000,0.050000,SmallGrid
100,-433.440000,0.800000,0.010000,0.050000,SmallGrid
200,-436.565000,0.800000,0.010000,0.050000,SmallGrid
300,-432.886667,0.800000,0.010000,0.050000,SmallGrid
100,-482.110000,0.800000,0.500000,0.050000,SmallGrid
200,-396.080000,0.800000,0.500000,0.050000,SmallGrid
300,-380.046667,0.800000,0.500000,0.050000,SmallGrid
400,-371.745000,0.800000,0.500000,0.050000,SmallGrid
500,-365.930000,0.800000,0.500000,0.050000,SmallGrid
600,-363.326667,0.800000,0.500000,0.050000,SmallGrid
700,-362.435714,0.800000,0.500000,0.050000,SmallGrid
800,-359.112500,0.800000,0.500000,0.050000,SmallGrid
900,-357.165556,0.800000,0.500000,0.050000,SmallGrid
1000,-357.626000,0.800000,0.500000,0.050000,SmallGrid
1100,-356.774545,0.800000,0.500000,0.050000,SmallGrid
1200,-356.180833,0.800000,0.500000,0.050000,SmallGrid
1300,-356.223846,0.800000,0.500000,0.050000,SmallGrid
1400,-355.798571,0.800000,0.500000,0.050000,SmallGrid
1500,-356.360000,0.800000,0.500000,0.050000,SmallGrid
1600,-355.950000,0.800000,0.500000,0.050000,SmallGrid
1700,-355.671765,0.800000,0.500000,0.050000,SmallGrid
1800,-355.853889,0.800000,0.500000,0.050000,SmallGrid
1900,-354.869474,0.800000,0.500000,0.050000,SmallGrid
2000,-355.060000,0.800000,0.000000,0.000000,SmallGrid
100,-360.570000,0.800000,0.000000,0.000000,SmallGrid
100,-360.570000,0.800000,0.000000,0.000000,SmallGrid
100,-70.470000,0.800000,0.800000,0.050000,SmallGrid
200,127.295000,0.800000,0.800000,0.050000,SmallGrid
300,146.476667,0.800000,0.800000,0.050000,SmallGrid
400,176.657500,0.800000,0.800000,0.050000,SmallGrid
500,189.034000,0.800000,0.800000,0.050000,SmallGrid
600,203.985000,0.800000,0.800000,0.050000,SmallGrid
700,214.672857,0.800000,0.800000,0.050000,SmallGrid
800,222.518750,0.800000,0.800000,0.050000,SmallGrid
900,227.185556,0.800000,0.800000,0.050000,SmallGrid
1000,234.943000,0.800000,0.800000,0.050000,SmallGrid
1100,244.221818,0.800000,0.800000,0.050000,SmallGrid
1200,253.654167,0.800000,0.800000,0.050000,SmallGrid
1300,254.043077,0.800000,0.800000,0.050000,SmallGrid
1400,250.942857,0.800000,0.800000,0.050000,SmallGrid
1500,253.590000,0.800000,0.800000,0.050000,SmallGrid
1600,255.963750,0.800000,0.800000,0.050000,SmallGrid
1700,255.042353,0.800000,0.800000,0.050000,SmallGrid
1800,253.661667,0.800000,0.800000,0.050000,SmallGrid
1900,252.981579,0.800000,0.800000,0.050000,SmallGrid
2000,253.370500,0.800000,0.000000,0.000000,SmallGrid
100,-189.830000,0.800000,0.500000,0.050000,SmallGrid
200,-164.555000,0.800000,0.500000,0.050000,SmallGrid
300,-139.400000,0.800000,0.500000,0.050000,SmallGrid
400,-144.485000,0.800000,0.500000,0.050000,SmallGrid
500,-123.256000,0.800000,0.500000,0.050000,SmallGrid
600,-125.940000,0.800000,0.500000,0.050000,SmallGrid
700,-122.108571,0.800000,0.500000,0.050000,SmallGrid
800,-115.448750,0.800000,0.500000,0.050000,SmallGrid
900,-114.748889,0.800000,0.500000,0.050000,SmallGrid
1000,-120.239000,0.800000,0.500000,0.050000,SmallGrid
1100,-121.080000,0.800000,0.500000,0.050000,SmallGrid
1200,-118.424167,0.800000,0.500000,0.050000,SmallGrid
1300,-120.062308,0.800000,0.500000,0.050000,SmallGrid
1400,-123.612857,0.800000,0.500000,0.050000,SmallGrid
1500,-125.323333,0.800000,0.500000,0.050000,SmallGrid
1600,-128.106250,0.800000,0.500000,0.050000,SmallGrid
1700,-125.207059,0.800000,0.500000,0.050000,SmallGrid
1800,-123.205000,0.800000,0.500000,0.050000,SmallGrid
1900,-127.260526,0.800000,0.500000,0.050000,SmallGrid
2000,-131.907500,0.800000,0.000000,0.000000,SmallGrid
100,-70.470000,0.800000,0.800000,0.050000,SmallGrid
200,127.295000,0.800000,0.800000,0.050000,SmallGrid
300,146.476667,0.800000,0.800000,0.050000,SmallGrid
400,176.657500,0.800000,0.800000,0.050000,SmallGrid
500,189.034000,0.800000,0.800000,0.050000,SmallGrid
600,203.985000,0.800000,0.800000,0.050000,SmallGrid
700,214.672857,0.800000,0.800000,0.050000,SmallGrid
800,222.518750,0.800000,0.800000,0.050000,SmallGrid
900,227.185556,0.800000,0.800000,0.050000,SmallGrid
100,266.480000,0.800000,0.900000,0.050000,SmallGrid
200,267.395000,0.800000,0.900000,0.050000,SmallGrid
300,277.103333,0.800000,0.900000,0.050000,SmallGrid
400,273.962500,0.800000,0.900000,0.050000,SmallGrid
500,258.520000,0.800000,0.900000,0.050000,SmallGrid
600,258.461667,0.800000,0.900000,0.050000,SmallGrid
700,265.304286,0.800000,0.900000,0.050000,SmallGrid
800,270.520000,0.800000,0.900000,0.050000,SmallGrid
900,265.723333,0.800000,0.900000,0.050000,SmallGrid
1000,254.452000,0.800000,0.900000,0.050000,SmallGrid
1100,253.715455,0.800000,0.900000,0.050000,SmallGrid
1200,253.958333,0.800000,0.900000,0.050000,SmallGrid
1300,260.297692,0.800000,0.900000,0.050000,SmallGrid
1400,261.589286,0.800000,0.900000,0.050000,SmallGrid
1500,266.144000,0.800000,0.900000,0.050000,SmallGrid
1600,266.231875,0.800000,0.900000,0.050000,SmallGrid
1700,263.393529,0.800000,0.900000,0.050000,SmallGrid
1800,261.239444,0.800000,0.900000,0.050000,SmallGrid
1900,259.691053,0.800000,0.900000,0.050000,SmallGrid
2000,262.328500,0.800000,0.000000,0.000000,SmallGrid
100,10.120000,0.850000,0.850000,0.050000,SmallGrid
200,127.060000,0.850000,0.850000,0.050000,SmallGrid
300,176.256667,0.850000,0.850000,0.050000,SmallGrid
400,193.405000,0.850000,0.850000,0.050000,SmallGrid
500,205.822000,0.850000,0.850000,0.050000,SmallGrid
600,215.160000,0.850000,0.850000,0.050000,SmallGrid
700,232.904286,0.850000,0.850000,0.050000,SmallGrid
800,234.881250,0.850000,0.850000,0.050000,SmallGrid
900,230.854444,0.850000,0.850000,0.050000,SmallGrid
1000,234.952000,0.850000,0.850000,0.050000,SmallGrid
1100,239.310909,0.850000,0.850000,0.050000,SmallGrid
1200,243.013333,0.850000,0.850000,0.050000,SmallGrid
1300,247.720769,0.850000,0.850000,0.050000,SmallGrid
1400,246.196429,0.850000,0.850000,0.050000,SmallGrid
1500,250.432667,0.850000,0.850000,0.050000,SmallGrid
1600,249.216875,0.850000,0.850000,0.050000,SmallGrid
1700,250.018824,0.850000,0.850000,0.050000,SmallGrid
1800,252.011667,0.850000,0.850000,0.050000,SmallGrid
1900,254.457368,0.850000,0.850000,0.050000,SmallGrid
2000,256.131500,0.850000,0.000000,0.000000,SmallGrid
100,-70.470000,0.800000,0.800000,0.050000,SmallGrid
200,127.295000,0.800000,0.800000,0.050000,SmallGrid
300,146.476667,0.800000,0.800000,0.050000,SmallGrid
400,176.657500,0.800000,0.800000,0.050000,SmallGrid
500,189.034000,0.800000,0.800000,0.050000,SmallGrid
600,203.985000,0.800000,0.800000,0.050000,SmallGrid
700,214.672857,0.800000,0.800000,0.050000,SmallGrid
800,222.518750,0.800000,0.800000,0.050000,SmallGrid
900,227.185556,0.800000,0.800000,0.050000,SmallGrid
1000,234.943000,0.800000,0.800000,0.050000,SmallGrid
1100,244.221818,0.800000,0.800000,0.050000,SmallGrid
1200,253.654167,0.800000,0.800000,0.050000,SmallGrid
1300,254.043077,0.800000,0.800000,0.050000,SmallGrid
1400,250.942857,0.800000,0.800000,0.050000,SmallGrid
1500,253.590000,0.800000,0.800000,0.050000,SmallGrid
1600,255.963750,0.800000,0.800000,0.050000,SmallGrid
1700,255.042353,0.800000,0.800000,0.050000,SmallGrid
1800,253.661667,0.800000,0.800000,0.050000,SmallGrid
1900,252.981579,0.800000,0.800000,0.050000,SmallGrid
